user_id;user_answer;correct_answer;time_taken;condition;mat_size;
0;Big;Big;1.2283310890197754;Taille;16;
1;Big;Big;0.8701739311218262;Taille;16;
2;Big;Big;0.6809749603271484;Taille;16;
3;Small;Small;0.951901912689209;Taille;16;
4;Big;Big;0.6444721221923828;Taille;36;
5;Small;Small;0.7360179424285889;Taille;36;
6;Big;Big;0.7686631679534912;Taille;36;
7;Small;Small;0.8781919479370117;Taille;36;
8;Convexity_Big;Convexity_Big;0.8842267990112305;Courbure;36;
9;Convexity_Big;Convexity_Big;0.6964321136474609;Courbure;36;
10;Convexity_Big;Convexity_Big;0.8228087425231934;Courbure;36;
11;Convexity_Big;Convexity_Big;0.5909750461578369;Courbure;36;
12;Concavity_Big;Concavity_Big;1.6293509006500244;Courbure;25;
13;Convexity_Big;Convexity_Big;0.9859068393707275;Courbure;25;
14;Concavity_Big;Concavity_Big;1.0945689678192139;Courbure;25;
15;Concavity_Big;Concavity_Big;0.9561460018157959;Courbure;25;
16;Convexity_Big;Convexity_Big;2.850893020629883;CourbureTaille;16;
17;Concavity_Big;Concavity_Big;1.6992239952087402;CourbureTaille;16;
18;Convexity_Big;Convexity_Big;1.1789319515228271;CourbureTaille;16;
19;Convexity_Big;Convexity_Big;1.4608592987060547;CourbureTaille;16;
20;Concavity_Big;Concavity_Big;3.8431999683380127;CourbureTaille;25;
21;Concavity_Big;Concavity_Big;3.199718952178955;CourbureTaille;25;
22;Concavity_Big;Concavity_Big;1.65339994430542;CourbureTaille;25;
23;Convexity_Small;Convexity_Small;3.0060558319091797;CourbureTaille;25;
24;Convexity_Small;Convexity_Small;3.025209665298462;CourbureTaille;36;
25;Concavity_Small;Concavity_Small;1.5829081535339355;CourbureTaille;36;
26;Convexity_Small;Convexity_Small;3.860806941986084;CourbureTaille;36;
27;Concavity_Small;Concavity_Small;3.7501978874206543;CourbureTaille;36;
28;Convexity_Big;Convexity_Big;1.2082760334014893;Courbure;16;
29;Convexity_Big;Convexity_Big;0.9064450263977051;Courbure;16;
30;Convexity_Big;Convexity_Big;0.6867268085479736;Courbure;16;
31;Convexity_Big;Convexity_Big;0.9550929069519043;Courbure;16;
32;Big;Big;0.6353669166564941;Taille;25;
33;Small;Small;0.7478349208831787;Taille;25;
34;Big;Big;0.5120859146118164;Taille;25;
35;Small;Small;0.694922924041748;Taille;25;
