user_id;index;user_answer;correct_answer;time_taken;condition;mat_size;
5;28;Convexity_Big;Convexity_Big;0.6129188537597656;Courbure;25;
5;29;Convexity_Big;Convexity_Big;0.5740678310394287;Courbure;25;
5;30;Convexity_Big;Concavity_Big;0.7347238063812256;Courbure;25;
5;31;Concavity_Big;Concavity_Big;1.387718915939331;Courbure;25;
5;32;Big;Big;0.7082951068878174;Taille;36;
5;33;Small;Small;0.5755720138549805;Taille;36;
5;34;Big;Big;0.912898063659668;Taille;36;
5;35;Small;Small;0.6903579235076904;Taille;36;
6;0;Big;Big;1.371535062789917;Taille;36;
6;1;Small;Small;0.732231855392456;Taille;36;
6;2;Small;Small;0.7423789501190186;Taille;36;
6;3;Small;Small;1.2454159259796143;Taille;36;
6;4;Concavity_Big;Concavity_Big;1.8620080947875977;Courbure;25;
6;5;Convexity_Big;Convexity_Big;0.7353451251983643;Courbure;25;
6;6;Concavity_Big;Concavity_Big;1.1839499473571777;Courbure;25;
6;7;Convexity_Big;Convexity_Big;0.8489179611206055;Courbure;25;
6;8;Concavity_Big;Concavity_Big;3.090059995651245;CourbureTaille;25;
6;9;Convexity_Small;Convexity_Small;3.0448429584503174;CourbureTaille;25;
6;10;Concavity_Big;Concavity_Big;2.888188123703003;CourbureTaille;25;
6;11;Convexity_Big;Convexity_Big;3.7087910175323486;CourbureTaille;25;
6;12;Convexity_Big;Convexity_Big;1.7763609886169434;CourbureTaille;16;
6;13;Convexity_Small;Convexity_Small;4.224369764328003;CourbureTaille;16;
6;14;Concavity_Big;Concavity_Big;2.9374561309814453;CourbureTaille;16;
6;15;Concavity_Small;Convexity_Small;2.9077467918395996;CourbureTaille;16;
6;16;Concavity_Small;Concavity_Small;4.957357168197632;CourbureTaille;36;
6;17;Convexity_Big;Convexity_Big;3.3335378170013428;CourbureTaille;36;
6;18;Convexity_Big;Convexity_Big;1.4907498359680176;CourbureTaille;36;
6;19;Convexity_Small;Convexity_Small;5.714454174041748;CourbureTaille;36;
6;20;Small;Small;1.1691620349884033;Taille;16;
6;21;Big;Big;0.9181761741638184;Taille;16;
6;22;Big;Big;0.6913609504699707;Taille;16;
6;23;Big;Big;0.7471768856048584;Taille;16;
6;24;Big;Big;0.7279417514801025;Taille;25;
6;25;Small;Small;0.9278991222381592;Taille;25;
6;26;Big;Big;0.7416098117828369;Taille;25;
6;27;Big;Big;0.7729079723358154;Taille;25;
6;28;Concavity_Big;Concavity_Big;0.9493801593780518;Courbure;36;
6;29;Concavity_Big;Concavity_Big;0.7581822872161865;Courbure;36;
6;30;Convexity_Big;Convexity_Big;0.6848628520965576;Courbure;36;
6;31;Concavity_Big;Concavity_Big;0.6914119720458984;Courbure;36;
6;32;Convexity_Big;Convexity_Big;0.8194718360900879;Courbure;16;
6;33;Concavity_Big;Concavity_Big;1.0256061553955078;Courbure;16;
6;34;Convexity_Big;Convexity_Big;0.8694882392883301;Courbure;16;
6;35;Concavity_Big;Concavity_Big;1.187485933303833;Courbure;16;
